subject,predicaat,klasse,tekst,match_type,vmm_term,vmm_uri,vmm_definitie
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_4966,prefLabel,OrganisatieSpecifiekeReferentie,OSR_4966,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1828,prefLabel,Parameter,Sulfaquinoxaline in water,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2399,verkorteNotatie,Parameter,"1,2-Dichloorpropaan",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_2566,prefLabel,OrganisatieSpecifiekeReferentie,OSR_2566,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_7497,prefLabel,ParameterAspect,PFPrA (standaard in biota): massaverhouding,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4387,verkorteNotatie,Parameter,Tetrahydrofuraan,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_4876,prefLabel,ParameterAspect,PFHxS (enkel gasvormig in lucht): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1161,verkorteNotatie,Parameter,Alachloor,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_7558,prefLabel,OrganisatieSpecifiekeReferentie,OSR_7558,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3441,prefLabel,Parameter,4-tert-Butyltolueen in lucht,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_168,altLabel,Parameter,Lidocaine,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2985,prefLabel,Parameter,Perfluoroctaansulfonamidoazijnzuur (PFOSAA) enkel gasvormig in lucht,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_4326,prefLabel,OrganisatieSpecifiekeReferentie,OSR_4326,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4177,altLabel,Parameter,"2,3,3',4,4',5-Hexachloorbifenyl (PCB156)",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_4035,prefLabel,ParameterAspect,2NFluo (standaard in TSP): massaconcentratie,bevat_vmm_term,tsp,https://vmm.vlaanderen.be/woordenboek/tsp,"Totaal stof. Een mengsel van deeltjes van uiteenlopende samenstelling en afmetingen in de lucht. De deeltjes worden ingedeeld in fracties op basis van hun grootte, namelijk PM10, PM2,5, PM1 en PM0,1."
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_5124,prefLabel,ParameterAspect,XNMVOS t (standaard in lucht): vracht per tijd,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_3964,prefLabel,ParameterAspect,12CEa (standaard in lucht): massaconcentratie (Nm³),geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2220,prefLabel,ParameterAspect,Pyridine (standaard in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_1736,prefLabel,ParameterAspect,PO4 t (totaal in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_8095,prefLabel,OrganisatieSpecifiekeReferentie,OSR_8095,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_3203,prefLabel,ParameterAspect,Ce mt (multi totaal in water): vracht,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3504,verkorteNotatie,Parameter,Arseen Eluaat LS0.2,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_778,prefLabel,Variabele,"4,6-Dinitro-o-cresol",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_2729,prefLabel,OrganisatieSpecifiekeReferentie,OSR_2729,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3461,prefLabel,Parameter,Acrylzuur in vaste deel van de aarde,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3490,altLabel,Parameter,Aluminium,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_1501,prefLabel,OrganisatieSpecifiekeReferentie,OSR_1501,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_6419,prefLabel,OrganisatieSpecifiekeReferentie,OSR_6419,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_6656,prefLabel,OrganisatieSpecifiekeReferentie,OSR_6656,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1014,prefLabel,Variabele,Decylfenolpolyethoxylaat,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_826,prefLabel,ParameterAspect,Sn (standaard in water): vracht,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1698,verkorteNotatie,Parameter,"som van 4 totale metalen koper,lood,nikkel en zink",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_3948,prefLabel,OrganisatieSpecifiekeReferentie,OSR_3948,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1009,altLabel,Parameter,Telluur totaal,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_5654,prefLabel,OrganisatieSpecifiekeReferentie,OSR_5654,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_157,prefLabel,Variabele,Levetiracetam,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1960,prefLabel,Parameter,Strontium multi opgelost in water,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_860,prefLabel,Variabele,Geleidbaarheid (25°C),geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_1382,prefLabel,OrganisatieSpecifiekeReferentie,OSR_1382,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2136,prefLabel,ParameterAspect,DcHySn (standaard in water): vracht tin,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2294,verkorteNotatie,Parameter,Fosfor totaal gefiltreerd,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_582,verkorteNotatie,Parameter,pp'Dichloordifenyltrichloorethaan,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2168,prefLabel,ParameterAspect,P t (totaal in water): vracht fosfor per tijd,bevat_vmm_term,p t,https://vmm.vlaanderen.be/woordenboek/p-t,Totaal fosfor
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_6497,prefLabel,ParameterAspect,345CAn (standaard in water): vracht per tijd,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2076,prefLabel,Variabele,Butylamine,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4564,altLabel,Parameter,pH (KCl),geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3970,altLabel,Parameter,Isoproturon,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2760,verkorteNotatie,Parameter,N-methylperfluorbutaansulfonamidoazijnzuur,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_4790,prefLabel,ParameterAspect,PCB 156 (standaard in bulk depositie (precip)): massa,bevat_vmm_term,bulk,https://vmm.vlaanderen.be/woordenboek/bulk,"Verzamelnaam voor goederen die niet per stuk worden verpakt en geladen. Ze worden los in het ruim van een schip, vrachtwagen of wagon gestort. Wanneer de producten niet vloeibaar zijn gaat het om droge bulk."
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_6328,prefLabel,OrganisatieSpecifiekeReferentie,OSR_6328,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_7229,prefLabel,ParameterAspect,PFOSA totaal LS10 (Eluaat LS10 in vaste deel van de aarde): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3743,prefLabel,Parameter,Dichloorpropaan in vaste deel van de aarde,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_5036,prefLabel,OrganisatieSpecifiekeReferentie,OSR_5036,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_6020,prefLabel,OrganisatieSpecifiekeReferentie,OSR_6020,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4213,altLabel,Parameter,Perfluorbutaansulfonzuur (PFBS) Eluaat LS10,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2280,prefLabel,Parameter,Som van 34 PFAS in vaste deel van de aarde,bevat_vmm_term,pfas,https://vmm.vlaanderen.be/woordenboek/pfas,"Poly- en perfluoralkylstoffen zijn chemische stoffen die door de mens zijn gemaakt. Zij komen van nature niet in het milieu voor. Ze worden in vele industriële toepassingen en consumentenproducten gebruikt. Denk aan de teflon anti-aanbaklaag in pannen, cosmetica, textiel, brandblusschuim, schoonmaakmiddelen of smeermiddelen . PFAS kunnen schadelijke effecten hebben op de gezondheid van mensen."
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2309,prefLabel,ParameterAspect,BDE 28 (standaard in biota): massaverhouding per nat gewicht,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1289,verkorteNotatie,Parameter,Tolueendiamine,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1986,altLabel,Parameter,Ijzer MUC project totaal,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_69,prefLabel,ParameterAspect,123789HCdBFur (standaard in water): vracht,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_5642,prefLabel,OrganisatieSpecifiekeReferentie,OSR_5642,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2190,prefLabel,ParameterAspect,Fe t (totaal in vaste deel van de aarde): massaverhouding per droge stof,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_994,prefLabel,ParameterAspect,24DDD (standaard in vaste deel van de aarde): massaverhouding per droge stof,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_470,prefLabel,OrganisatieSpecifiekeReferentie,OSR_470,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_1699,prefLabel,OrganisatieSpecifiekeReferentie,OSR_1699,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_4879,prefLabel,OrganisatieSpecifiekeReferentie,OSR_4879,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_4737,prefLabel,OrganisatieSpecifiekeReferentie,OSR_4737,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_4785,prefLabel,ParameterAspect,PCB 153 (standaard in bulk depositie (precip)): massa,bevat_vmm_term,bulk,https://vmm.vlaanderen.be/woordenboek/bulk,"Verzamelnaam voor goederen die niet per stuk worden verpakt en geladen. Ze worden los in het ruim van een schip, vrachtwagen of wagon gestort. Wanneer de producten niet vloeibaar zijn gaat het om droge bulk."
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1450,prefLabel,Parameter,Pyrimethanil in water,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1575,prefLabel,Variabele,"1,3-Butadieen",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_6363,prefLabel,OrganisatieSpecifiekeReferentie,OSR_6363,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_7513,prefLabel,ParameterAspect,HyCtazide (standaard in vaste deel van de aarde): massaverhouding per droge stof,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_4356,prefLabel,OrganisatieSpecifiekeReferentie,OSR_4356,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_3415,prefLabel,OrganisatieSpecifiekeReferentie,OSR_3415,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_3205,prefLabel,ParameterAspect,Co mt (multi totaal in water): vracht,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_5617,prefLabel,OrganisatieSpecifiekeReferentie,OSR_5617,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2957,prefLabel,Parameter,Perfluornonaanzuur (PFNA) in bulk depositie (precip),bevat_vmm_term,bulk,https://vmm.vlaanderen.be/woordenboek/bulk,"Verzamelnaam voor goederen die niet per stuk worden verpakt en geladen. Ze worden los in het ruim van een schip, vrachtwagen of wagon gestort. Wanneer de producten niet vloeibaar zijn gaat het om droge bulk."
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2675,altLabel,Parameter,Fluor en zijn anorganische verbindingen,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_109,prefLabel,Parameter,"3,3',4,4'-Tetrachloorbifenyl (PCB77) in water",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_181,prefLabel,Eenheid,kilogram fluor per dag,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2869,prefLabel,Parameter,Polyaromatische koolwaterstoffen (PAK's) in lucht,bevat_vmm_term,pak's,https://vmm.vlaanderen.be/woordenboek/paks,Polycyclische aromatische koolwaterstoffen
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_310,prefLabel,OrganisatieSpecifiekeReferentie,OSR_310,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_4999,prefLabel,OrganisatieSpecifiekeReferentie,OSR_4999,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_5035,prefLabel,ParameterAspect,Si (standaard in PM10): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2718,verkorteNotatie,Parameter,Hexachloorcyclopentadieen,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_1738,prefLabel,ParameterAspect,PO4 t (totaal in water): massaconcentratie fosfor,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameterAfleiding/AFL_117,prefLabel,ParameterAfleidingVeelterm,"Som 23, 24, 25 en 26-dichloorfenol",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_4402,prefLabel,ParameterAspect,EyBz (standaard in lucht): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4549,altLabel,Parameter,nodularin,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_3166,prefLabel,ParameterAspect,Dapsone (standaard in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2854,verkorteNotatie,Parameter,Nonanaldehyde,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_129,verkorteNotatie,Parameter,Metronidazol,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4368,prefLabel,Parameter,Trichlooretheen in materiaal,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameterAfleiding/AFL_122,prefLabel,ParameterAfleidingVeelterm,Afleiding toegevoegd tijdens migratie voor parameter WAT_672,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2649,prefLabel,ParameterAspect,C14EO (standaard in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3728,verkorteNotatie,Parameter,Decabroomdifenylethaan,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1112,altLabel,Parameter,n-Hexaan,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_709,prefLabel,Parameter,"1,2-Dichloorethaan in vaste deel van de aarde",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3105,prefLabel,Parameter,Vanadium in PM10,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4417,altLabel,Parameter,Titaan Eluaat LS2,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3413,prefLabel,Parameter,3-Ethylfenol in materiaal,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4050,prefLabel,Parameter,"Apolaire koolwaterstoffen, fractie C8-C10 in vaste deel van de aarde",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2080,prefLabel,Variabele,broomchloorazijnzuur,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameterAfleiding/AFL_131,definition,ParameterAfleidingVeelterm,Afleiding toegevoegd tijdens migratie voor parameter WAT_640,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/soortwaardebepaling/SWB_53,prefLabel,SoortWaardebepaling,anorganisch opgelost,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_2059,prefLabel,OrganisatieSpecifiekeReferentie,OSR_2059,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_146,prefLabel,OrganisatieSpecifiekeReferentie,OSR_146,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2030,verkorteNotatie,Parameter,Danio rerio 96h na Zahn Wellens,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_1553,prefLabel,OrganisatieSpecifiekeReferentie,OSR_1553,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_518,prefLabel,ParameterAspect,oPO4 (standaard in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_576,prefLabel,Variabele,Malathion,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_4320,prefLabel,ParameterAspect,Cr (standaard in wet-only depositie (prec)): massa per oppervlakte per tijd,bevat_vmm_term,cr,https://vmm.vlaanderen.be/woordenboek/cr,Chroom
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_7687,prefLabel,OrganisatieSpecifiekeReferentie,OSR_7687,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_1205,prefLabel,ParameterAspect,4C35MyFol (standaard in water): vracht,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3910,verkorteNotatie,Parameter,Zuurtegraad,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_7952,prefLabel,ParameterAspect,Tolueen LS10 (Eluaat LS10 in vaste deel van de aarde): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_5695,prefLabel,OrganisatieSpecifiekeReferentie,OSR_5695,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2310,altLabel,Parameter,Lithium multi totaal,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_7608,prefLabel,OrganisatieSpecifiekeReferentie,OSR_7608,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_577,verkorteNotatie,Parameter,pp'Dichloordifenyldichlooretheen,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_573,altLabel,Parameter,Pentachloornitrobenzeen,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_1160,prefLabel,ParameterAspect,HpCEpx (standaard in water): vracht,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_8437,prefLabel,OrganisatieSpecifiekeReferentie,OSR_8437,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2891,prefLabel,ParameterAspect,Min.olieC10-C40 (standaard in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4515,prefLabel,Parameter,Dibenzofuraan in vaste deel van de aarde,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1005,prefLabel,Parameter,Acenaftyleen in water,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2907,prefLabel,ParameterAspect,Arom C9-C10 (standaard in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_6886,prefLabel,ParameterAspect,Tolyfluanide (standaard in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3532,altLabel,Parameter,Benzo(b)fluorantheen Eluaat LS10,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_4681,prefLabel,ParameterAspect,NO3- (standaard in bulk depositie (precip)): mol per oppervlakte,bevat_vmm_term,bulk,https://vmm.vlaanderen.be/woordenboek/bulk,"Verzamelnaam voor goederen die niet per stuk worden verpakt en geladen. Ze worden los in het ruim van een schip, vrachtwagen of wagon gestort. Wanneer de producten niet vloeibaar zijn gaat het om droge bulk."
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1851,prefLabel,Parameter,Cerium multi totaal in water,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1105,prefLabel,Parameter,Parathion-ethyl in vaste deel van de aarde,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2062,prefLabel,Variabele,Acetonitril,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3745,verkorteNotatie,Parameter,Dichlobenil,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1141,verkorteNotatie,Parameter,Ethion,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_280,prefLabel,Parameter,Trichloorbenzenen in water,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_7050,prefLabel,ParameterAspect,Thymol LS10 (Eluaat LS10 in vaste deel van de aarde): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_160,prefLabel,OrganisatieSpecifiekeReferentie,OSR_160,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_6684,prefLabel,ParameterAspect,1C4NiBz (standaard in water): vracht per tijd,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_522,prefLabel,Parameter,Dieldrin in vaste deel van de aarde,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_5501,prefLabel,ParameterAspect,bHCH (standaard in materiaal): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1322,prefLabel,Parameter,"2,4,4'-Tribroomdifenylether (BDE28) in vaste deel van de aarde",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_5138,prefLabel,ParameterAspect,Zon t (standaard in lucht): vermogen per oppervlakte,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_933,prefLabel,OrganisatieSpecifiekeReferentie,OSR_933,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_2821,prefLabel,OrganisatieSpecifiekeReferentie,OSR_2821,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_739,prefLabel,Variabele,Undecaan,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_4776,prefLabel,OrganisatieSpecifiekeReferentie,OSR_4776,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_6702,prefLabel,OrganisatieSpecifiekeReferentie,OSR_6702,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_5851,prefLabel,OrganisatieSpecifiekeReferentie,OSR_5851,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_8088,prefLabel,OrganisatieSpecifiekeReferentie,OSR_8088,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_1360,prefLabel,OrganisatieSpecifiekeReferentie,OSR_1360,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4039,verkorteNotatie,Parameter,"Apolaire koolwaterstoffen, fractie C5-C9",geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_5759,prefLabel,ParameterAspect,2378TtCdBFur (standaard in materiaal): massa WHO-TEQ per massa,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_3147,prefLabel,ParameterAspect,Sulfathiazole (standaard in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_6898,prefLabel,OrganisatieSpecifiekeReferentie,OSR_6898,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1190,verkorteNotatie,Parameter,Terbutryn,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_2277,prefLabel,OrganisatieSpecifiekeReferentie,OSR_2277,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2893,prefLabel,ParameterAspect,EyFol som (standaard in water): massaconcentratie,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1682,altLabel,Parameter,Rendement N t tov influentbelasting,bevat_vmm_term,n t,https://vmm.vlaanderen.be/woordenboek/n-t,Totaal stikstof
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3887,altLabel,Parameter,Fluazinam,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2443,verkorteNotatie,Parameter,pp'Dichloordifenyldichlooretheen,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_2995,prefLabel,OrganisatieSpecifiekeReferentie,OSR_2995,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_8047,prefLabel,OrganisatieSpecifiekeReferentie,OSR_8047,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/organisatiespecifiekereferentie/OSR_2514,prefLabel,OrganisatieSpecifiekeReferentie,OSR_2514,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3536,prefLabel,Parameter,Benzo(k)fluorantheen in materiaal,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2917,altLabel,Parameter,Perfluor-n-decaansulfonamide,geen,,,
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4186,altLabel,Parameter,"2,2',3,4,4',5,5'-Heptachloorbifenyl (PCB180)",geen,,,
